transaction_id,account_id,transaction_date,transaction_time,transaction_datetime,transaction_type,amount,description,merchant_name,merchant_category,merchant_id,channel,status,location,reference_number,transaction_category,is_fraudulent,created_at
TXN900006234,ACC5000136,2024-03-27,15:51:00,2024-03-27 15:51:00,DEPOSIT,881.02,Cash Deposit,,,,Mobile,Completed,Online,REF705435976,Income,False,2025-12-07 14:55:41.625962
TXN900007892,ACC5000172,2024-03-27,16:52:00,2024-03-27 16:52:00,DEPOSIT,652.06,Dividend,,,,ATM,Completed,Online,REF611560925,Income,False,2025-12-07 14:55:41.980005
TXN900004966,ACC5000113,2024-03-27,17:46:00,2024-03-27 17:46:00,WITHDRAWAL,159.54,Cash Withdrawal,"Murphy, Curry and Sanchez",Restaurant,MER43767,Branch,Completed,"South Kristenfurt, VA",REF815039775,Cash,False,2025-12-07 14:55:41.350640
TXN900006118,ACC5000134,2024-03-27,18:47:00,2024-03-27 18:47:00,TRANSFER,592.58,Fund Transfer,,,,Mobile,Completed,Online,REF805948063,Transfer,False,2025-12-07 14:55:41.601723
TXN900000372,ACC5000006,2024-03-27,20:06:00,2024-03-27 20:06:00,WITHDRAWAL,160.91,ATM Withdrawal,"Cruz, Lee and Sandoval",Travel,MER83133,Branch,Completed,Online,REF828404274,Cash,False,2025-12-07 14:55:40.341364
TXN900003541,ACC5000081,2024-03-27,21:03:00,2024-03-27 21:03:00,WITHDRAWAL,981.43,Cash Withdrawal,"Thomas, Bradley and Mcdonald",Utilities,MER47992,Branch,Completed,"Port Meredith, MI",REF413171942,Cash,False,2025-12-07 14:55:41.043154
TXN900003615,ACC5000082,2024-03-28,07:48:00,2024-03-28 07:48:00,WITHDRAWAL,21.77,ATM Withdrawal,"Pope, Swanson and Jackson",Utilities,MER51193,Online,Completed,"Rebeccahaven, WY",REF232731028,Cash,False,2025-12-07 14:55:41.059481
TXN900008745,ACC5000195,2024-03-28,08:56:00,2024-03-28 08:56:00,DEPOSIT,4120.25,Cash Deposit,,,,Branch,Pending,"Calvinport, VI",REF801617283,Income,False,2025-12-07 14:55:42.163679
TXN900002365,ACC5000058,2024-03-28,09:59:00,2024-03-28 09:59:00,DEPOSIT,119.66,Interest Payment,,,,Mobile,Pending,Online,REF969747935,Income,False,2025-12-07 14:55:40.792552
TXN900000234,ACC5000004,2024-03-28,10:26:00,2024-03-28 10:26:00,PAYMENT,97.03,Online Purchase,Wood-Williams,Restaurant,MER54424,ATM,Completed,"Perezfort, WY",REF988434627,Expense,False,2025-12-07 14:55:40.310375
TXN900004340,ACC5000101,2024-03-28,11:18:00,2024-03-28 11:18:00,PAYMENT,18.83,Credit Card Payment,"Gates, White and Johnson",Transportation,MER15961,Online,Completed,"Lake Robert, OK",REF273319432,Expense,False,2025-12-07 14:55:41.219017
TXN900004747,ACC5000108,2024-03-28,11:20:00,2024-03-28 11:20:00,PAYMENT,15.25,Credit Card Payment,King Inc,Entertainment,MER11570,Phone,Completed,"East Ginachester, WA",REF517885994,Expense,False,2025-12-07 14:55:41.304046
TXN900003641,ACC5000082,2024-03-28,12:54:00,2024-03-28 12:54:00,WITHDRAWAL,10.07,Teller Withdrawal,Sanchez Ltd,Healthcare,MER62990,Mobile,Completed,"North Rachel, WV",REF231814874,Cash,False,2025-12-07 14:55:41.064692
TXN900010371,ACC5000231,2024-03-28,14:11:00,2024-03-28 14:11:00,DEPOSIT,1391.27,Transfer Received,,,,Mobile,Completed,"West Edwardview, ID",REF414445156,Income,False,2025-12-07 14:55:42.509336
TXN900009221,ACC5000208,2024-03-28,14:59:00,2024-03-28 14:59:00,DEPOSIT,4663.09,Transfer Received,,,,Branch,Completed,"Loribury, NV",REF354164898,Income,False,2025-12-07 14:55:42.264395
TXN900000228,ACC5000004,2024-03-28,16:38:00,2024-03-28 16:38:00,WITHDRAWAL,21.2,ATM Withdrawal,Ramsey LLC,Groceries,MER66387,Online,Completed,"Carlsonland, IN",REF206492059,Cash,False,2025-12-07 14:55:40.309017
TXN900003758,ACC5000085,2024-03-28,20:09:00,2024-03-28 20:09:00,DEPOSIT,1628.46,Transfer Received,,,,Branch,Completed,"Sullivanshire, NC",REF901476885,Income,False,2025-12-07 14:55:41.090592
TXN900009571,ACC5000217,2024-03-28,20:39:00,2024-03-28 20:39:00,WITHDRAWAL,76.82,ATM Withdrawal,Woods Group,Utilities,MER92046,Mobile,Completed,Online,REF551763901,Cash,False,2025-12-07 14:55:42.338750
TXN900008155,ACC5000182,2024-03-29,05:38:00,2024-03-29 05:38:00,DEPOSIT,2527.94,Interest Payment,,,,Branch,Completed,"South Mercedesmouth, MT",REF881498108,Income,False,2025-12-07 14:55:42.038287
TXN900010557,ACC5000235,2024-03-29,08:14:00,2024-03-29 08:14:00,WITHDRAWAL,1363.21,Teller Withdrawal,Gentry Group,Healthcare,MER66371,ATM,Completed,"Coxburgh, NH",REF471213195,Cash,False,2025-12-07 14:55:42.547611
TXN900010142,ACC5000226,2024-03-29,10:01:00,2024-03-29 10:01:00,DEPOSIT,10044.6,Cash Deposit,,,,Online,Completed,"Pettyville, PW",REF983945276,Income,False,2025-12-07 14:55:42.460097
TXN900008164,ACC5000182,2024-03-29,10:40:00,2024-03-29 10:40:00,FEE,-25.0,ATM Fee,,,,Mobile,Completed,"Coopermouth, AK",REF103278382,Bank Fees,False,2025-12-07 14:55:42.039786
TXN900005184,ACC5000115,2024-03-29,10:44:00,2024-03-29 10:44:00,WITHDRAWAL,490.0,Cash Withdrawal,Jones LLC,Gas/Automotive,MER26343,Online,Completed,"Peterfort, MI",REF535371662,Cash,False,2025-12-07 14:55:41.400074
TXN900000196,ACC5000004,2024-03-29,10:52:00,2024-03-29 10:52:00,DEPOSIT,1430.81,Salary Deposit,,,,Mobile,Completed,Online,REF350180427,Income,False,2025-12-07 14:55:40.301365
TXN900001743,ACC5000041,2024-03-29,10:56:00,2024-03-29 10:56:00,WITHDRAWAL,278.12,ATM Withdrawal,"Mitchell, Harris and Martin",Online Retail,MER55134,Branch,Completed,"North Brandi, SC",REF435106513,Cash,False,2025-12-07 14:55:40.648955
TXN900004553,ACC5000104,2024-03-29,11:20:00,2024-03-29 11:20:00,DEPOSIT,1143.73,Check Deposit,,,,Online,Completed,Online,REF865026957,Income,False,2025-12-07 14:55:41.262564
TXN900000604,ACC5000010,2024-03-29,11:55:00,2024-03-29 11:55:00,WITHDRAWAL,193.94,Cash Withdrawal,Brown-Fernandez,Gas/Automotive,MER51853,Online,Completed,Online,REF888340979,Cash,False,2025-12-07 14:55:40.394651
TXN900004683,ACC5000106,2024-03-29,12:18:00,2024-03-29 12:18:00,WITHDRAWAL,257.21,Cash Withdrawal,Shields-Moore,Education,MER97380,Mobile,Completed,Online,REF171665678,Cash,False,2025-12-07 14:55:41.289501
TXN900000753,ACC5000014,2024-03-29,12:45:00,2024-03-29 12:45:00,TRANSFER,269.03,Fund Transfer,,,,Online,Completed,Online,REF299929730,Transfer,False,2025-12-07 14:55:40.426855
TXN900001755,ACC5000041,2024-03-29,14:14:00,2024-03-29 14:14:00,DEPOSIT,1039.78,Interest Payment,,,,Online,Completed,Online,REF340863230,Income,False,2025-12-07 14:55:40.651773
TXN900006182,ACC5000136,2024-03-29,14:59:00,2024-03-29 14:59:00,DEPOSIT,200.44,Cash Deposit,,,,ATM,Completed,"Lake Jeremyport, CO",REF286903279,Income,False,2025-12-07 14:55:41.612990
TXN900008857,ACC5000197,2024-03-29,15:00:00,2024-03-29 15:00:00,PAYMENT,79.4,Online Purchase,Stephens-Fernandez,Gas/Automotive,MER35198,Online,Completed,Online,REF947765006,Expense,False,2025-12-07 14:55:42.187700
TXN900010415,ACC5000232,2024-03-29,15:21:00,2024-03-29 15:21:00,TRANSFER,208.2,Fund Transfer,,,,Branch,Completed,Online,REF300339143,Transfer,False,2025-12-07 14:55:42.518607
TXN900003805,ACC5000089,2024-03-29,15:27:00,2024-03-29 15:27:00,TRANSFER,132.02,Account Transfer,,,,Mobile,Completed,Online,REF609870729,Transfer,False,2025-12-07 14:55:41.102007
TXN900006000,ACC5000133,2024-03-29,17:31:00,2024-03-29 17:31:00,PAYMENT,320.59,Mortgage Payment,"Ware, Heath and Dean",Healthcare,MER14050,ATM,Completed,"Stoneburgh, PA",REF362387930,Expense,False,2025-12-07 14:55:41.577977
TXN900003325,ACC5000076,2024-03-29,18:13:00,2024-03-29 18:13:00,TRANSFER,711.92,Account Transfer,,,,Online,Completed,Online,REF754374295,Transfer,False,2025-12-07 14:55:40.993670
TXN900007027,ACC5000157,2024-03-29,19:42:00,2024-03-29 19:42:00,PAYMENT,455.55,Utility Bill,"Richard, Brewer and Cox",Healthcare,MER84883,ATM,Completed,Online,REF184405248,Expense,False,2025-12-07 14:55:41.799027
TXN900007534,ACC5000164,2024-03-30,07:42:00,2024-03-30 07:42:00,TRANSFER,438.79,Fund Transfer,,,,Phone,Completed,"Lake Karen, GU",REF570590964,Transfer,False,2025-12-07 14:55:41.907397
TXN900000268,ACC5000005,2024-03-30,08:22:00,2024-03-30 08:22:00,WITHDRAWAL,19.19,Cash Withdrawal,"Smith, Collier and Wright",Education,MER10800,Online,Completed,Online,REF294782734,Cash,False,2025-12-07 14:55:40.318287
TXN900007434,ACC5000162,2024-03-30,11:34:00,2024-03-30 11:34:00,WITHDRAWAL,173.72,ATM Withdrawal,Singh-Ramirez,Restaurant,MER57917,Online,Completed,"East Rachel, OR",REF758858259,Cash,False,2025-12-07 14:55:41.885479
TXN900000765,ACC5000016,2024-03-30,14:24:00,2024-03-30 14:24:00,TRANSFER,112.49,Wire Transfer,,,,Online,Completed,Online,REF352889019,Transfer,False,2025-12-07 14:55:40.429623
TXN900007911,ACC5000172,2024-03-30,14:25:00,2024-03-30 14:25:00,TRANSFER,74.97,Fund Transfer,,,,ATM,Completed,"Davidsonmouth, IA",REF234243734,Transfer,False,2025-12-07 14:55:41.983913
TXN900010401,ACC5000231,2024-03-30,14:36:00,2024-03-30 14:36:00,DEPOSIT,1205.08,Transfer Received,,,,Online,Completed,"Lake Ericmouth, WI",REF173175357,Income,False,2025-12-07 14:55:42.515637
TXN900007614,ACC5000165,2024-03-30,15:21:00,2024-03-30 15:21:00,WITHDRAWAL,56.59,Teller Withdrawal,"Chavez, Gaines and Brooks",Utilities,MER67379,Online,Pending,Online,REF488118171,Cash,False,2025-12-07 14:55:41.923740
TXN900004824,ACC5000110,2024-03-30,15:46:00,2024-03-30 15:46:00,WITHDRAWAL,59.3,ATM Withdrawal,"Gill, Burton and Jackson",Transportation,MER33029,Online,Completed,Online,REF376264887,Cash,False,2025-12-07 14:55:41.320861
TXN900002557,ACC5000062,2024-03-30,17:04:00,2024-03-30 17:04:00,DEPOSIT,3027.46,Salary Deposit,,,,Branch,Completed,"West Roberttown, ME",REF114051099,Income,False,2025-12-07 14:55:40.832495
TXN900003787,ACC5000089,2024-03-30,17:32:00,2024-03-30 17:32:00,TRANSFER,454.57,Wire Transfer,,,,Mobile,Completed,"Karenport, WA",REF229539022,Transfer,False,2025-12-07 14:55:41.097900
TXN900008881,ACC5000198,2024-03-30,19:15:00,2024-03-30 19:15:00,PAYMENT,18.68,Credit Card Payment,George-Miller,Education,MER70461,Online,Completed,Online,REF259687864,Expense,False,2025-12-07 14:55:42.192370
TXN900008431,ACC5000188,2024-03-30,19:41:00,2024-03-30 19:41:00,TRANSFER,327.99,Peer-to-Peer Transfer,,,,Online,Completed,"Lake Michelleshire, KY",REF877744414,Transfer,False,2025-12-07 14:55:42.096991
TXN900005380,ACC5000119,2024-03-31,07:14:00,2024-03-31 07:14:00,TRANSFER,1969.99,Bill Payment,,,,ATM,Completed,Online,REF448174776,Transfer,False,2025-12-07 14:55:41.440396
TXN900007847,ACC5000169,2024-03-31,11:02:00,2024-03-31 11:02:00,WITHDRAWAL,165.84,Teller Withdrawal,Garcia-Huber,Healthcare,MER60864,Phone,Completed,"Millerton, MS",REF298082098,Cash,False,2025-12-07 14:55:41.971112
TXN900009844,ACC5000221,2024-03-31,12:08:00,2024-03-31 12:08:00,DEPOSIT,574.41,Dividend,,,,Mobile,Completed,"Johnsonland, KY",REF479052259,Income,False,2025-12-07 14:55:42.395394
TXN900001979,ACC5000048,2024-03-31,12:45:00,2024-03-31 12:45:00,PAYMENT,0.19,Insurance,Roy Group,Gas/Automotive,MER30290,ATM,Completed,"Henryfort, WA",REF142885885,Expense,False,2025-12-07 14:55:40.702270
TXN900002618,ACC5000062,2024-03-31,13:52:00,2024-03-31 13:52:00,DEPOSIT,9980.38,Cash Deposit,,,,Online,Completed,"Wrightfurt, WI",REF202396373,Income,False,2025-12-07 14:55:40.846038
TXN900001773,ACC5000041,2024-03-31,14:09:00,2024-03-31 14:09:00,TRANSFER,1355.75,Peer-to-Peer Transfer,,,,Mobile,Completed,"Bradleystad, PA",REF320648482,Transfer,False,2025-12-07 14:55:40.655352
TXN900007229,ACC5000159,2024-03-31,14:43:00,2024-03-31 14:43:00,FEE,-16.31,Overdraft Fee,,,,Online,Completed,"East Melissa, TN",REF427105761,Bank Fees,False,2025-12-07 14:55:41.841521
TXN900001781,ACC5000042,2024-03-31,14:46:00,2024-03-31 14:46:00,PAYMENT,166.73,Mortgage Payment,"Weaver, Garcia and Reed",Education,MER90962,Online,Pending,"Thorntonfort, KY",REF226416530,Expense,False,2025-12-07 14:55:40.657599
TXN900006170,ACC5000136,2024-03-31,15:20:00,2024-03-31 15:20:00,WITHDRAWAL,146.99,Cash Withdrawal,Terry and Sons,Groceries,MER40347,Branch,Completed,"West Daisy, NV",REF928653076,Cash,False,2025-12-07 14:55:41.610850
TXN900007558,ACC5000165,2024-03-31,17:22:00,2024-03-31 17:22:00,TRANSFER,786.87,Fund Transfer,,,,ATM,Completed,Online,REF189220818,Transfer,False,2025-12-07 14:55:41.912459
TXN900002933,ACC5000069,2024-03-31,17:59:00,2024-03-31 17:59:00,WITHDRAWAL,1039.57,Teller Withdrawal,Smith-Matthews,Entertainment,MER73369,ATM,Completed,"West Dawnmouth, MH",REF886452604,Cash,False,2025-12-07 14:55:40.909268
TXN900005092,ACC5000114,2024-03-31,18:10:00,2024-03-31 18:10:00,PAYMENT,141.25,Insurance,"Martinez, Rodriguez and Rivera",Insurance,MER21510,Online,Completed,"Port Raymond, CT",REF703975707,Expense,False,2025-12-07 14:55:41.378841
TXN900010029,ACC5000224,2024-03-31,19:35:00,2024-03-31 19:35:00,WITHDRAWAL,13.13,Cash Withdrawal,Miller-Fowler,Gas/Automotive,MER82175,ATM,Completed,"Perrychester, KY",REF254482410,Cash,False,2025-12-07 14:55:42.436024
TXN900004050,ACC5000093,2024-04-01,08:34:00,2024-04-01 08:34:00,TRANSFER,6826.55,Bill Payment,,,,ATM,Completed,"New Johnfort, MP",REF304992835,Transfer,False,2025-12-07 14:55:41.155407
TXN900001236,ACC5000027,2024-04-01,09:05:00,2024-04-01 09:05:00,WITHDRAWAL,51.07,ATM Withdrawal,Dorsey LLC,Transportation,MER23425,ATM,Completed,Online,REF210811807,Cash,False,2025-12-07 14:55:40.534194
TXN900002000,ACC5000048,2024-04-01,09:07:00,2024-04-01 09:07:00,WITHDRAWAL,732.98,Cash Withdrawal,Bailey-May,Healthcare,MER97679,Online,Completed,"Gallegosburgh, AZ",REF471522500,Cash,False,2025-12-07 14:55:40.707058
TXN900008365,ACC5000185,2024-04-01,09:14:00,2024-04-01 09:14:00,WITHDRAWAL,207.6,Teller Withdrawal,"Cruz, Chan and Johnson",Healthcare,MER99654,Mobile,Completed,"Port Gloria, AK",REF862091444,Cash,False,2025-12-07 14:55:42.083133
TXN900007263,ACC5000160,2024-04-01,09:45:00,2024-04-01 09:45:00,TRANSFER,9.07,Bill Payment,,,,Online,Completed,"Roberthaven, WY",REF374802025,Transfer,False,2025-12-07 14:55:41.849226
TXN900002037,ACC5000049,2024-04-01,10:07:00,2024-04-01 10:07:00,TRANSFER,1764.67,Peer-to-Peer Transfer,,,,Branch,Completed,"Susanchester, HI",REF674274037,Transfer,False,2025-12-07 14:55:40.716348
TXN900010421,ACC5000232,2024-04-01,10:23:00,2024-04-01 10:23:00,WITHDRAWAL,109.65,Cash Withdrawal,Mckinney-Boyer,Utilities,MER46492,Phone,Completed,"Cindystad, KS",REF905817961,Cash,False,2025-12-07 14:55:42.519823
TXN900006149,ACC5000136,2024-04-01,10:36:00,2024-04-01 10:36:00,DEPOSIT,324.19,Dividend,,,,ATM,Completed,"Carrside, AS",REF464311019,Income,False,2025-12-07 14:55:41.606981
TXN900007799,ACC5000169,2024-04-01,11:04:00,2024-04-01 11:04:00,DEPOSIT,173.06,Cash Deposit,,,,ATM,Pending,"West Wyatt, VI",REF866688784,Income,False,2025-12-07 14:55:41.961275
TXN900006827,ACC5000148,2024-04-01,12:40:00,2024-04-01 12:40:00,WITHDRAWAL,427.95,Cash Withdrawal,King-Sullivan,Insurance,MER32344,Branch,Completed,Online,REF139439705,Cash,False,2025-12-07 14:55:41.755773
TXN900000467,ACC5000009,2024-04-01,13:01:00,2024-04-01 13:01:00,WITHDRAWAL,102.96,ATM Withdrawal,Curry-Ward,Travel,MER61177,Online,Completed,"North Kaylamouth, MN",REF604803700,Cash,False,2025-12-07 14:55:40.363888
TXN900000214,ACC5000004,2024-04-01,13:02:00,2024-04-01 13:02:00,WITHDRAWAL,456.47,ATM Withdrawal,"Villanueva, Miller and King",Online Retail,MER96363,Online,Completed,"New Richard, GU",REF659903980,Cash,False,2025-12-07 14:55:40.305522
TXN900008837,ACC5000196,2024-04-01,14:20:00,2024-04-01 14:20:00,TRANSFER,1998.06,Wire Transfer,,,,Branch,Completed,Online,REF737207839,Transfer,False,2025-12-07 14:55:42.183712
TXN900006279,ACC5000138,2024-04-01,15:07:00,2024-04-01 15:07:00,PAYMENT,1103.01,Credit Card Payment,Gamble-Hansen,Restaurant,MER96060,Branch,Completed,Online,REF182467492,Expense,False,2025-12-07 14:55:41.635829
TXN900006742,ACC5000146,2024-04-01,15:44:00,2024-04-01 15:44:00,DEPOSIT,626.41,Cash Deposit,,,,Branch,Completed,"Michaelstad, NV",REF947144781,Income,False,2025-12-07 14:55:41.737184
TXN900003801,ACC5000089,2024-04-01,16:55:00,2024-04-01 16:55:00,FEE,-25.0,Monthly Fee,,,,Mobile,Completed,Online,REF732950344,Bank Fees,False,2025-12-07 14:55:41.100849
TXN900007817,ACC5000169,2024-04-01,19:58:00,2024-04-01 19:58:00,FEE,-11.56,ATM Fee,,,,Mobile,Completed,Online,REF392718059,Bank Fees,False,2025-12-07 14:55:41.965185
TXN900003425,ACC5000078,2024-04-02,09:33:00,2024-04-02 09:33:00,DEPOSIT,1911.74,Dividend,,,,Online,Completed,"Port Joshuaberg, VT",REF792211324,Income,False,2025-12-07 14:55:41.018106
TXN900001794,ACC5000042,2024-04-02,10:53:00,2024-04-02 10:53:00,WITHDRAWAL,1004.92,Cash Withdrawal,Peterson PLC,Restaurant,MER85255,ATM,Completed,Online,REF818356830,Cash,False,2025-12-07 14:55:40.660655
TXN900000041,ACC5000000,2024-04-02,11:45:00,2024-04-02 11:45:00,WITHDRAWAL,217.23,Teller Withdrawal,"Lynch, Evans and Rodriguez",Insurance,MER45838,ATM,Completed,Online,REF546129354,Cash,False,2025-12-07 14:55:40.259097
TXN900005475,ACC5000121,2024-04-02,16:00:00,2024-04-02 16:00:00,TRANSFER,1168.54,Account Transfer,,,,Mobile,Completed,"North Ryanfort, IL",REF318269877,Transfer,False,2025-12-07 14:55:41.461140
TXN900007088,ACC5000158,2024-04-02,16:04:00,2024-04-02 16:04:00,PAYMENT,617.1,Mortgage Payment,Alexander-Cross,Groceries,MER14048,Mobile,Completed,"Port Alex, KS",REF322272362,Expense,False,2025-12-07 14:55:41.812316
TXN900007637,ACC5000166,2024-04-02,20:14:00,2024-04-02 20:14:00,WITHDRAWAL,27.02,Teller Withdrawal,Knox-Thomas,Transportation,MER38701,Mobile,Completed,Online,REF363444418,Cash,False,2025-12-07 14:55:41.928428
TXN900000556,ACC5000010,2024-04-03,08:35:00,2024-04-03 08:35:00,TRANSFER,3916.28,Fund Transfer,,,,Online,Completed,"Robertport, LA",REF714478186,Transfer,False,2025-12-07 14:55:40.383232
TXN900007642,ACC5000166,2024-04-03,09:15:00,2024-04-03 09:15:00,TRANSFER,9.58,Peer-to-Peer Transfer,,,,Mobile,Completed,"Danielfurt, NV",REF122305856,Transfer,False,2025-12-07 14:55:41.929099
TXN900008702,ACC5000194,2024-04-03,10:10:00,2024-04-03 10:10:00,TRANSFER,142.77,Peer-to-Peer Transfer,,,,Mobile,Completed,Online,REF787340924,Transfer,False,2025-12-07 14:55:42.154513
TXN900008412,ACC5000188,2024-04-03,10:31:00,2024-04-03 10:31:00,DEPOSIT,55.51,Dividend,,,,Online,Completed,"Davidville, MT",REF915023166,Income,False,2025-12-07 14:55:42.092548
TXN900005826,ACC5000127,2024-04-03,11:00:00,2024-04-03 11:00:00,PAYMENT,32.75,Utility Bill,Wilkins-Mullins,Gas/Automotive,MER51758,Online,Completed,Online,REF839048352,Expense,False,2025-12-07 14:55:41.538748
TXN900001047,ACC5000022,2024-04-03,11:11:00,2024-04-03 11:11:00,PAYMENT,42.86,Online Purchase,Medina Group,Entertainment,MER99353,Online,Completed,Online,REF924223452,Expense,False,2025-12-07 14:55:40.491541
TXN900008565,ACC5000190,2024-04-03,13:17:00,2024-04-03 13:17:00,WITHDRAWAL,197.7,Teller Withdrawal,Bailey-Hopkins,Utilities,MER84473,Online,Completed,"Lisaborough, PR",REF592932560,Cash,False,2025-12-07 14:55:42.125879
TXN900009338,ACC5000210,2024-04-03,13:41:00,2024-04-03 13:41:00,WITHDRAWAL,51.94,ATM Withdrawal,Stephens-Berry,Healthcare,MER47992,ATM,Completed,"North Nicholasfurt, PR",REF908022221,Cash,False,2025-12-07 14:55:42.288104
TXN900001525,ACC5000036,2024-04-03,14:01:00,2024-04-03 14:01:00,DEPOSIT,1004.86,Dividend,,,,Mobile,Completed,Online,REF442219677,Income,False,2025-12-07 14:55:40.599663
TXN900009378,ACC5000210,2024-04-03,14:39:00,2024-04-03 14:39:00,WITHDRAWAL,214.9,Cash Withdrawal,"Brown, Ford and Taylor",Healthcare,MER56540,Online,Pending,Online,REF944522875,Cash,False,2025-12-07 14:55:42.296687
TXN900008631,ACC5000191,2024-04-03,15:09:00,2024-04-03 15:09:00,TRANSFER,15.05,Bill Payment,,,,Branch,Completed,"Manuelmouth, TX",REF855330547,Transfer,False,2025-12-07 14:55:42.139913
TXN900008643,ACC5000191,2024-04-03,16:04:00,2024-04-03 16:04:00,TRANSFER,836.71,Account Transfer,,,,ATM,Completed,"East Laura, UT",REF585595234,Transfer,False,2025-12-07 14:55:42.142905
TXN900006859,ACC5000149,2024-04-03,16:25:00,2024-04-03 16:25:00,DEPOSIT,1194.83,Dividend,,,,Online,Completed,"Lake Frank, MP",REF608494141,Income,False,2025-12-07 14:55:41.762237
TXN900009570,ACC5000217,2024-04-03,17:45:00,2024-04-03 17:45:00,INTEREST,20.75,Dividend Payment,,,,Mobile,Completed,"Pittsfurt, CT",REF715025767,Income,False,2025-12-07 14:55:42.338581
TXN900004837,ACC5000110,2024-04-03,17:47:00,2024-04-03 17:47:00,WITHDRAWAL,312.62,Teller Withdrawal,Walker Ltd,Utilities,MER58908,Online,Completed,"Stanleymouth, PW",REF512357040,Cash,False,2025-12-07 14:55:41.323707
TXN900005805,ACC5000127,2024-04-04,05:56:00,2024-04-04 05:56:00,PAYMENT,22.77,Insurance,"Werner, Caldwell and Burns",Insurance,MER68478,ATM,Completed,"West David, MI",REF554984487,Expense,False,2025-12-07 14:55:41.534821
TXN900008170,ACC5000182,2024-04-04,08:12:00,2024-04-04 08:12:00,WITHDRAWAL,45.66,ATM Withdrawal,"Sherman, Reyes and Smith",Restaurant,MER94651,Branch,Completed,"New Kimberlyland, FL",REF302072903,Cash,False,2025-12-07 14:55:42.041289
TXN900001445,ACC5000035,2024-04-04,08:38:00,2024-04-04 08:38:00,DEPOSIT,3524.8,Check Deposit,,,,Online,Completed,"Lake Karen, AL",REF335171142,Income,False,2025-12-07 14:55:40.582932
TXN900001536,ACC5000036,2024-04-04,09:10:00,2024-04-04 09:10:00,WITHDRAWAL,186.67,ATM Withdrawal,"Henderson, King and Thompson",Utilities,MER17019,Online,Completed,"North Joshua, CO",REF208724746,Cash,False,2025-12-07 14:55:40.601905
TXN900009341,ACC5000210,2024-04-04,11:09:00,2024-04-04 11:09:00,TRANSFER,77.63,Fund Transfer,,,,Online,Completed,"Gardnerland, TX",REF744619070,Transfer,False,2025-12-07 14:55:42.289037
TXN900004843,ACC5000111,2024-04-04,15:27:00,2024-04-04 15:27:00,WITHDRAWAL,389.54,Teller Withdrawal,Williamson-Lowe,Entertainment,MER43457,Branch,Completed,"New Joshua, GU",REF928145258,Cash,False,2025-12-07 14:55:41.325500
TXN900002114,ACC5000050,2024-04-04,16:09:00,2024-04-04 16:09:00,WITHDRAWAL,74.13,Cash Withdrawal,Boone PLC,Groceries,MER57948,Branch,Completed,"Lake Garychester, TN",REF521441892,Cash,False,2025-12-07 14:55:40.733323
TXN900000827,ACC5000017,2024-04-04,18:01:00,2024-04-04 18:01:00,DEPOSIT,524.01,Interest Payment,,,,ATM,Completed,"South John, FL",REF420364823,Income,False,2025-12-07 14:55:40.443079
TXN900009090,ACC5000206,2024-04-04,23:55:00,2024-04-04 23:55:00,DEPOSIT,569.78,Salary Deposit,,,,ATM,Completed,"West Melissa, MI",REF211533646,Income,False,2025-12-07 14:55:42.235521
TXN900009004,ACC5000202,2024-04-05,10:10:00,2024-04-05 10:10:00,DEPOSIT,2404.84,Check Deposit,,,,Online,Completed,"Traceymouth, FM",REF256565452,Income,False,2025-12-07 14:55:42.217699
TXN900000363,ACC5000006,2024-04-05,11:15:00,2024-04-05 11:15:00,DEPOSIT,730.24,Check Deposit,,,,Online,Completed,"Danielhaven, TN",REF859803019,Income,False,2025-12-07 14:55:40.338790
TXN900005938,ACC5000132,2024-04-05,11:46:00,2024-04-05 11:46:00,TRANSFER,1382.55,Account Transfer,,,,Online,Completed,"Christopherhaven, MA",REF553750815,Transfer,False,2025-12-07 14:55:41.565257
TXN900000039,ACC5000000,2024-04-05,11:53:00,2024-04-05 11:53:00,DEPOSIT,245.48,Dividend,,,,Mobile,Completed,"Silvatown, NY",REF265325235,Income,False,2025-12-07 14:55:40.258463
TXN900010419,ACC5000232,2024-04-05,12:06:00,2024-04-05 12:06:00,DEPOSIT,248.11,Cash Deposit,,,,Online,Completed,"Port Brendaburgh, NC",REF530149880,Income,False,2025-12-07 14:55:42.519204
TXN900003748,ACC5000085,2024-04-05,13:36:00,2024-04-05 13:36:00,DEPOSIT,2143.81,Transfer Received,,,,Mobile,Completed,"Charlesshire, WI",REF636015820,Income,False,2025-12-07 14:55:41.088610
TXN900008407,ACC5000188,2024-04-05,14:34:00,2024-04-05 14:34:00,WITHDRAWAL,161.25,Cash Withdrawal,Flynn Ltd,Retail,MER22845,ATM,Completed,"Stevensside, MD",REF553872456,Cash,False,2025-12-07 14:55:42.091561
TXN900010005,ACC5000224,2024-04-05,15:29:00,2024-04-05 15:29:00,WITHDRAWAL,82.91,Cash Withdrawal,Barber PLC,Gas/Automotive,MER60123,Online,Completed,"New Sean, ID",REF806176226,Cash,False,2025-12-07 14:55:42.431236
TXN900002411,ACC5000058,2024-04-05,15:55:00,2024-04-05 15:55:00,DEPOSIT,827.63,Interest Payment,,,,Online,Completed,"East Robert, NH",REF611267257,Income,False,2025-12-07 14:55:40.802066
